"","gene","freq","type","pam"
"21164","CANX",3,"RNA","Matched + PAM"
"21165","CAP1",1,"RNA","Matched + PAM"
"21166","CAP2",1,"RNA","Matched + PAM"
"21167","CAPG",4,"RNA","Matched + PAM"
"21168","CAPN1",1,"RNA","Matched + PAM"
"21169","CAPN10",1,"RNA","Matched + PAM"
"21170","CAPN11",1,"RNA","Matched + PAM"
"21171","CAPN12",1,"RNA","Matched + PAM"
"21172","CAPN13",2,"RNA","Matched + PAM"
"21173","CAPN14",1,"RNA","Matched + PAM"
"21174","CAPN15",3,"RNA","Matched + PAM"
"21175","CAPN2",3,"RNA","Matched + PAM"
"21176","CAPN3",3,"RNA","Matched + PAM"
"21177","CAPN5",1,"RNA","Matched + PAM"
"21178","CAPN6",1,"RNA","Matched + PAM"
"21179","CAPN7",3,"RNA","Matched + PAM"
"21180","CAPN8",1,"RNA","Matched + PAM"
"21181","CAPN9",2,"RNA","Matched + PAM"
"21182","CAPNS1",2,"RNA","Matched + PAM"
"21183","CAPNS2",2,"RNA","Matched + PAM"
"21184","CAPRIN1",4,"RNA","Matched + PAM"
"21185","CAPRIN2",2,"RNA","Matched + PAM"
"21186","CAPS",1,"RNA","Matched + PAM"
"21187","CAPS2",3,"RNA","Matched + PAM"
"21188","CAPSL",3,"RNA","Matched + PAM"
"21189","CAPZA1",2,"RNA","Matched + PAM"
"21190","CAPZA2",3,"RNA","Matched + PAM"
"21191","CAPZA3",1,"RNA","Matched + PAM"
"21192","CAPZB",3,"RNA","Matched + PAM"
"21193","CARD10",2,"RNA","Matched + PAM"
"21194","CARD11",3,"RNA","Matched + PAM"
"21195","CARD16",1,"RNA","Matched + PAM"
"21196","CARD17",1,"RNA","Matched + PAM"
"21197","CARD18",3,"RNA","Matched + PAM"
"21198","CARD6",1,"RNA","Matched + PAM"
"21199","CARD8",1,"RNA","Matched + PAM"
"21200","CARD9",2,"RNA","Matched + PAM"
"21201","CARF",4,"RNA","Matched + PAM"
"21202","CARHSP1",2,"RNA","Matched + PAM"
"21203","CARKD",1,"RNA","Matched + PAM"
"21204","CARM1",3,"RNA","Matched + PAM"
"21205","CARNS1",1,"RNA","Matched + PAM"
"21206","CARS",2,"RNA","Matched + PAM"
"21207","CARTPT",3,"RNA","Matched + PAM"
"21208","CASC1",2,"RNA","Matched + PAM"
"21209","CASC10",1,"RNA","Matched + PAM"
"21210","CASC3",2,"RNA","Matched + PAM"
"21211","CASC4",2,"RNA","Matched + PAM"
"21212","CASC5",2,"RNA","Matched + PAM"
"21213","CASD1",4,"RNA","Matched + PAM"
"21214","CASK",3,"RNA","Matched + PAM"
"21215","CASKIN1",1,"RNA","Matched + PAM"
"21216","CASKIN2",2,"RNA","Matched + PAM"
"21217","CASP1",1,"RNA","Matched + PAM"
"21218","CASP14",1,"RNA","Matched + PAM"
"21219","CASP2",2,"RNA","Matched + PAM"
"21220","CASP3",2,"RNA","Matched + PAM"
"21221","CASP5",1,"RNA","Matched + PAM"
"21222","CASP6",3,"RNA","Matched + PAM"
"21223","CASP9",1,"RNA","Matched + PAM"
"21224","CASQ1",3,"RNA","Matched + PAM"
"21225","CASQ2",4,"RNA","Matched + PAM"
"21226","CASR",1,"RNA","Matched + PAM"
"21227","CASS4",2,"RNA","Matched + PAM"
"21228","CASZ1",3,"RNA","Matched + PAM"
"21229","CAT",2,"RNA","Matched + PAM"
"21230","CATIP",2,"RNA","Matched + PAM"
"21231","CATSPER2",2,"RNA","Matched + PAM"
"21232","CATSPER4",1,"RNA","Matched + PAM"
"21233","CATSPERB",1,"RNA","Matched + PAM"
"21234","CATSPERD",3,"RNA","Matched + PAM"
"21235","CATSPERG",1,"RNA","Matched + PAM"
"21236","CAV1",3,"RNA","Matched + PAM"
"21237","CAV2",4,"RNA","Matched + PAM"
"21238","CAV3",1,"RNA","Matched + PAM"
"21239","CBFA2T2",1,"RNA","Matched + PAM"
"21240","CBFA2T3",4,"RNA","Matched + PAM"
"21241","CBFB",3,"RNA","Matched + PAM"
"21242","CBL",3,"RNA","Matched + PAM"
"21243","CBLB",3,"RNA","Matched + PAM"
"21244","CBLC",2,"RNA","Matched + PAM"
"21245","CBLL1",4,"RNA","Matched + PAM"
"21246","CBLN1",3,"RNA","Matched + PAM"
"21247","CBLN2",3,"RNA","Matched + PAM"
"21248","CBLN3",3,"RNA","Matched + PAM"
"21249","CBLN4",4,"RNA","Matched + PAM"
"21250","CBR1",2,"RNA","Matched + PAM"
"21251","CBR4",2,"RNA","Matched + PAM"
"21252","CBWD3",2,"RNA","Matched + PAM"
"21253","CBWD5",2,"RNA","Matched + PAM"
"21254","CBWD6",1,"RNA","Matched + PAM"
"21255","CBX1",4,"RNA","Matched + PAM"
"21256","CBX2",1,"RNA","Matched + PAM"
"21257","CBX3",1,"RNA","Matched + PAM"
"21258","CBX4",4,"RNA","Matched + PAM"
"21259","CBX5",3,"RNA","Matched + PAM"
"21260","CBX6",2,"RNA","Matched + PAM"
"21261","CBX7",4,"RNA","Matched + PAM"
"21262","CBX8",3,"RNA","Matched + PAM"
"21263","CBY1",2,"RNA","Matched + PAM"
"21264","CBY3",1,"RNA","Matched + PAM"
"21265","CC2D1A",1,"RNA","Matched + PAM"
"21266","CC2D1B",1,"RNA","Matched + PAM"
"21267","CC2D2A",2,"RNA","Matched + PAM"
"21268","CC2D2B",2,"RNA","Matched + PAM"
"21269","CCAR1",3,"RNA","Matched + PAM"
"21270","CCAR2",2,"RNA","Matched + PAM"
"21271","CCBE1",2,"RNA","Matched + PAM"
"21272","CCBL1",1,"RNA","Matched + PAM"
"21273","CCBL2",3,"RNA","Matched + PAM"
"21274","CCDC101",3,"RNA","Matched + PAM"
"21275","CCDC102A",2,"RNA","Matched + PAM"
"21276","CCDC103",4,"RNA","Matched + PAM"
"21277","CCDC105",2,"RNA","Matched + PAM"
"21278","CCDC106",2,"RNA","Matched + PAM"
"21279","CCDC108",2,"RNA","Matched + PAM"
"21280","CCDC109B",3,"RNA","Matched + PAM"
"21281","CCDC110",1,"RNA","Matched + PAM"
"21282","CCDC112",1,"RNA","Matched + PAM"
"21283","CCDC114",3,"RNA","Matched + PAM"
"21284","CCDC115",1,"RNA","Matched + PAM"
"21285","CCDC117",4,"RNA","Matched + PAM"
"21286","CCDC12",2,"RNA","Matched + PAM"
"21287","CCDC120",2,"RNA","Matched + PAM"
"21288","CCDC121",2,"RNA","Matched + PAM"
"21289","CCDC122",2,"RNA","Matched + PAM"
"21290","CCDC124",2,"RNA","Matched + PAM"
"21291","CCDC125",2,"RNA","Matched + PAM"
"21292","CCDC126",4,"RNA","Matched + PAM"
"21293","CCDC129",2,"RNA","Matched + PAM"
"21294","CCDC13",2,"RNA","Matched + PAM"
"21295","CCDC130",1,"RNA","Matched + PAM"
"21296","CCDC132",3,"RNA","Matched + PAM"
"21297","CCDC134",1,"RNA","Matched + PAM"
"21298","CCDC136",1,"RNA","Matched + PAM"
"21299","CCDC137",1,"RNA","Matched + PAM"
"21300","CCDC138",3,"RNA","Matched + PAM"
"21301","CCDC141",2,"RNA","Matched + PAM"
"21302","CCDC142",1,"RNA","Matched + PAM"
"21303","CCDC146",1,"RNA","Matched + PAM"
"21304","CCDC148",2,"RNA","Matched + PAM"
"21305","CCDC149",3,"RNA","Matched + PAM"
"21306","CCDC15",2,"RNA","Matched + PAM"
"21307","CCDC150",2,"RNA","Matched + PAM"
"21308","CCDC152",3,"RNA","Matched + PAM"
"21309","CCDC153",4,"RNA","Matched + PAM"
"21310","CCDC154",1,"RNA","Matched + PAM"
"21311","CCDC155",2,"RNA","Matched + PAM"
"21312","CCDC157",2,"RNA","Matched + PAM"
"21313","CCDC158",3,"RNA","Matched + PAM"
"21314","CCDC159",3,"RNA","Matched + PAM"
"21315","CCDC160",3,"RNA","Matched + PAM"
"21316","CCDC166",1,"RNA","Matched + PAM"
"21317","CCDC167",2,"RNA","Matched + PAM"
"21318","CCDC168",2,"RNA","Matched + PAM"
"21319","CCDC169",3,"RNA","Matched + PAM"
"21320","CCDC17",2,"RNA","Matched + PAM"
"21321","CCDC170",1,"RNA","Matched + PAM"
"21322","CCDC171",1,"RNA","Matched + PAM"
"21323","CCDC172",1,"RNA","Matched + PAM"
"21324","CCDC173",1,"RNA","Matched + PAM"
"21325","CCDC174",3,"RNA","Matched + PAM"
"21326","CCDC175",1,"RNA","Matched + PAM"
"21327","CCDC176",2,"RNA","Matched + PAM"
"21328","CCDC177",3,"RNA","Matched + PAM"
"21329","CCDC178",1,"RNA","Matched + PAM"
"21330","CCDC18",4,"RNA","Matched + PAM"
"21331","CCDC181",1,"RNA","Matched + PAM"
"21332","CCDC182",1,"RNA","Matched + PAM"
"21333","CCDC183",1,"RNA","Matched + PAM"
"21334","CCDC184",3,"RNA","Matched + PAM"
"21335","CCDC185",1,"RNA","Matched + PAM"
"21336","CCDC186",2,"RNA","Matched + PAM"
"21337","CCDC22",3,"RNA","Matched + PAM"
"21338","CCDC23",1,"RNA","Matched + PAM"
"21339","CCDC24",2,"RNA","Matched + PAM"
"21340","CCDC25",3,"RNA","Matched + PAM"
"21341","CCDC27",1,"RNA","Matched + PAM"
"21342","CCDC28A",2,"RNA","Matched + PAM"
"21343","CCDC28B",2,"RNA","Matched + PAM"
"21344","CCDC3",4,"RNA","Matched + PAM"
"21345","CCDC30",2,"RNA","Matched + PAM"
"21346","CCDC34",2,"RNA","Matched + PAM"
"21347","CCDC36",1,"RNA","Matched + PAM"
"21348","CCDC37",2,"RNA","Matched + PAM"
"21349","CCDC38",1,"RNA","Matched + PAM"
"21350","CCDC39",3,"RNA","Matched + PAM"
"21351","CCDC42",2,"RNA","Matched + PAM"
"21352","CCDC42B",1,"RNA","Matched + PAM"
"21353","CCDC43",1,"RNA","Matched + PAM"
"21354","CCDC47",2,"RNA","Matched + PAM"
"21355","CCDC50",2,"RNA","Matched + PAM"
"21356","CCDC51",1,"RNA","Matched + PAM"
"21357","CCDC53",2,"RNA","Matched + PAM"
"21358","CCDC58",4,"RNA","Matched + PAM"
"21359","CCDC59",1,"RNA","Matched + PAM"
"21360","CCDC6",4,"RNA","Matched + PAM"
"21361","CCDC60",2,"RNA","Matched + PAM"
"21362","CCDC61",3,"RNA","Matched + PAM"
"21363","CCDC62",2,"RNA","Matched + PAM"
"21364","CCDC63",1,"RNA","Matched + PAM"
"21365","CCDC64",2,"RNA","Matched + PAM"
"21366","CCDC64B",1,"RNA","Matched + PAM"
"21367","CCDC65",3,"RNA","Matched + PAM"
"21368","CCDC66",2,"RNA","Matched + PAM"
"21369","CCDC67",4,"RNA","Matched + PAM"
"21370","CCDC68",1,"RNA","Matched + PAM"
"21371","CCDC69",1,"RNA","Matched + PAM"
"21372","CCDC7",2,"RNA","Matched + PAM"
"21373","CCDC70",1,"RNA","Matched + PAM"
"21374","CCDC71",2,"RNA","Matched + PAM"
"21375","CCDC71L",2,"RNA","Matched + PAM"
"21376","CCDC73",2,"RNA","Matched + PAM"
"21377","CCDC78",2,"RNA","Matched + PAM"
"21378","CCDC79",3,"RNA","Matched + PAM"
"21379","CCDC8",1,"RNA","Matched + PAM"
"21380","CCDC81",1,"RNA","Matched + PAM"
"21381","CCDC83",4,"RNA","Matched + PAM"
"21382","CCDC84",2,"RNA","Matched + PAM"
"21383","CCDC85A",2,"RNA","Matched + PAM"
"21384","CCDC85B",1,"RNA","Matched + PAM"
"21385","CCDC85C",3,"RNA","Matched + PAM"
"21386","CCDC86",2,"RNA","Matched + PAM"
"21387","CCDC87",2,"RNA","Matched + PAM"
"21388","CCDC88A",2,"RNA","Matched + PAM"
"21389","CCDC88B",1,"RNA","Matched + PAM"
"21390","CCDC88C",2,"RNA","Matched + PAM"
"21391","CCDC89",1,"RNA","Matched + PAM"
"21392","CCDC9",1,"RNA","Matched + PAM"
"21393","CCDC90B",2,"RNA","Matched + PAM"
"21394","CCDC91",4,"RNA","Matched + PAM"
"21395","CCDC92",3,"RNA","Matched + PAM"
"21396","CCDC93",3,"RNA","Matched + PAM"
"21397","CCDC94",2,"RNA","Matched + PAM"
"21398","CCDC96",2,"RNA","Matched + PAM"
"21399","CCDC97",2,"RNA","Matched + PAM"
"21400","CCER1",1,"RNA","Matched + PAM"
"21401","CCER2",1,"RNA","Matched + PAM"
"21402","CCHCR1",3,"RNA","Matched + PAM"
"21403","CCIN",2,"RNA","Matched + PAM"
"21404","CCKAR",3,"RNA","Matched + PAM"
"21405","CCKBR",1,"RNA","Matched + PAM"
"21406","CCL1",1,"RNA","Matched + PAM"
"21407","CCL13",1,"RNA","Matched + PAM"
"21408","CCL14",1,"RNA","Matched + PAM"
"21409","CCL16",2,"RNA","Matched + PAM"
"21410","CCL17",1,"RNA","Matched + PAM"
"21411","CCL19",1,"RNA","Matched + PAM"
"21412","CCL2",1,"RNA","Matched + PAM"
"21413","CCL20",1,"RNA","Matched + PAM"
"21414","CCL21",3,"RNA","Matched + PAM"
"21415","CCL22",2,"RNA","Matched + PAM"
"21416","CCL24",1,"RNA","Matched + PAM"
"21417","CCL25",1,"RNA","Matched + PAM"
"21418","CCL26",1,"RNA","Matched + PAM"
"21419","CCL27",3,"RNA","Matched + PAM"
"21420","CCL28",4,"RNA","Matched + PAM"
"21421","CCL3",1,"RNA","Matched + PAM"
"21422","CCL4",1,"RNA","Matched + PAM"
"21423","CCL4L2",2,"RNA","Matched + PAM"
"21424","CCL5",4,"RNA","Matched + PAM"
"21425","CCL7",1,"RNA","Matched + PAM"
"21426","CCM2",4,"RNA","Matched + PAM"
"21427","CCM2L",2,"RNA","Matched + PAM"
"21428","CCNA1",1,"RNA","Matched + PAM"
"21429","CCNA2",3,"RNA","Matched + PAM"
"21430","CCNB1",3,"RNA","Matched + PAM"
"21431","CCNB1IP1",4,"RNA","Matched + PAM"
"21432","CCNB2",2,"RNA","Matched + PAM"
"21433","CCNC",4,"RNA","Matched + PAM"
"21434","CCND1",1,"RNA","Matched + PAM"
"21435","CCND2",3,"RNA","Matched + PAM"
"21436","CCND3",4,"RNA","Matched + PAM"
"21437","CCNDBP1",3,"RNA","Matched + PAM"
"21438","CCNE1",2,"RNA","Matched + PAM"
"21439","CCNE2",4,"RNA","Matched + PAM"
"21440","CCNF",2,"RNA","Matched + PAM"
"21441","CCNG1",4,"RNA","Matched + PAM"
"21442","CCNG2",3,"RNA","Matched + PAM"
"21443","CCNH",1,"RNA","Matched + PAM"
"21444","CCNI",2,"RNA","Matched + PAM"
"21445","CCNI2",1,"RNA","Matched + PAM"
"21446","CCNJ",3,"RNA","Matched + PAM"
"21447","CCNJL",4,"RNA","Matched + PAM"
"21448","CCNK",2,"RNA","Matched + PAM"
"21449","CCNL1",4,"RNA","Matched + PAM"
"21450","CCNL2",2,"RNA","Matched + PAM"
"21451","CCNO",3,"RNA","Matched + PAM"
"21452","CCNT1",2,"RNA","Matched + PAM"
"21453","CCNT2",1,"RNA","Matched + PAM"
"21454","CCNY",2,"RNA","Matched + PAM"
"21455","CCNYL1",3,"RNA","Matched + PAM"
"21456","CCP110",1,"RNA","Matched + PAM"
"21457","CCPG1",4,"RNA","Matched + PAM"
"21458","CCR1",2,"RNA","Matched + PAM"
"21459","CCR10",2,"RNA","Matched + PAM"
"21460","CCR2",3,"RNA","Matched + PAM"
"21461","CCR3",1,"RNA","Matched + PAM"
"21462","CCR5",3,"RNA","Matched + PAM"
"21463","CCR6",2,"RNA","Matched + PAM"
"21464","CCR7",1,"RNA","Matched + PAM"
"21465","CCR8",2,"RNA","Matched + PAM"
"21466","CCRL2",1,"RNA","Matched + PAM"
"21467","CCRN4L",3,"RNA","Matched + PAM"
"21468","CCSAP",2,"RNA","Matched + PAM"
"21469","CCSER1",4,"RNA","Matched + PAM"
"21470","CCSER2",2,"RNA","Matched + PAM"
"21471","CCT2",4,"RNA","Matched + PAM"
"21472","CCT3",2,"RNA","Matched + PAM"
"21473","CCT4",3,"RNA","Matched + PAM"
"21474","CCT5",1,"RNA","Matched + PAM"
"21475","CCT6A",2,"RNA","Matched + PAM"
"21476","CCT6B",2,"RNA","Matched + PAM"
"21477","CCT7",3,"RNA","Matched + PAM"
"21478","CCT8",1,"RNA","Matched + PAM"
"21479","CD101",3,"RNA","Matched + PAM"
"21480","CD109",3,"RNA","Matched + PAM"
"21481","CD14",1,"RNA","Matched + PAM"
"21482","CD151",2,"RNA","Matched + PAM"
"21483","CD160",1,"RNA","Matched + PAM"
"21484","CD163",2,"RNA","Matched + PAM"
"21485","CD164",2,"RNA","Matched + PAM"
"21486","CD164L2",1,"RNA","Matched + PAM"
"21487","CD180",1,"RNA","Matched + PAM"
"21488","CD1A",1,"RNA","Matched + PAM"
"21489","CD1B",3,"RNA","Matched + PAM"
"21490","CD1D",3,"RNA","Matched + PAM"
"21491","CD2",1,"RNA","Matched + PAM"
"21492","CD200",3,"RNA","Matched + PAM"
"21493","CD200R1",2,"RNA","Matched + PAM"
"21494","CD207",1,"RNA","Matched + PAM"
"21495","CD209",2,"RNA","Matched + PAM"
"21496","CD226",2,"RNA","Matched + PAM"
"21497","CD24",1,"RNA","Matched + PAM"
"21498","CD244",1,"RNA","Matched + PAM"
"21499","CD247",2,"RNA","Matched + PAM"
"21500","CD248",3,"RNA","Matched + PAM"
"21501","CD27",1,"RNA","Matched + PAM"
"21502","CD276",1,"RNA","Matched + PAM"
"21503","CD28",1,"RNA","Matched + PAM"
"21504","CD2AP",1,"RNA","Matched + PAM"
"21505","CD2BP2",4,"RNA","Matched + PAM"
"21506","CD300E",2,"RNA","Matched + PAM"
"21507","CD300LD",1,"RNA","Matched + PAM"
"21508","CD300LF",1,"RNA","Matched + PAM"
"21509","CD302",2,"RNA","Matched + PAM"
"21510","CD320",3,"RNA","Matched + PAM"
"21511","CD33",1,"RNA","Matched + PAM"
"21512","CD34",1,"RNA","Matched + PAM"
"21513","CD36",1,"RNA","Matched + PAM"
"21514","CD37",1,"RNA","Matched + PAM"
"21515","CD38",1,"RNA","Matched + PAM"
"21516","CD3D",1,"RNA","Matched + PAM"
"21517","CD3E",2,"RNA","Matched + PAM"
"21518","CD3EAP",1,"RNA","Matched + PAM"
"21519","CD40",2,"RNA","Matched + PAM"
"21520","CD40LG",3,"RNA","Matched + PAM"
"21521","CD44",2,"RNA","Matched + PAM"
"21522","CD47",2,"RNA","Matched + PAM"
"21523","CD48",2,"RNA","Matched + PAM"
"21524","CD5",1,"RNA","Matched + PAM"
"21525","CD52",1,"RNA","Matched + PAM"
"21526","CD53",3,"RNA","Matched + PAM"
"21527","CD55",2,"RNA","Matched + PAM"
"21528","CD58",1,"RNA","Matched + PAM"
"21529","CD59",2,"RNA","Matched + PAM"
"21530","CD5L",2,"RNA","Matched + PAM"
"21531","CD6",1,"RNA","Matched + PAM"
"21532","CD63",3,"RNA","Matched + PAM"
"21533","CD68",2,"RNA","Matched + PAM"
"21534","CD69",2,"RNA","Matched + PAM"
"21535","CD70",1,"RNA","Matched + PAM"
"21536","CD72",1,"RNA","Matched + PAM"
"21537","CD74",1,"RNA","Matched + PAM"
"21538","CD79A",1,"RNA","Matched + PAM"
"21539","CD80",1,"RNA","Matched + PAM"
"21540","CD81",1,"RNA","Matched + PAM"
"21541","CD82",2,"RNA","Matched + PAM"
"21542","CD83",2,"RNA","Matched + PAM"
"21543","CD84",3,"RNA","Matched + PAM"
"21544","CD86",3,"RNA","Matched + PAM"
"21545","CD8A",3,"RNA","Matched + PAM"
"21546","CD8B",2,"RNA","Matched + PAM"
"21547","CD9",2,"RNA","Matched + PAM"
"21548","CD93",3,"RNA","Matched + PAM"
"21549","CD99L2",2,"RNA","Matched + PAM"
"21550","CDA",2,"RNA","Matched + PAM"
"21551","CDADC1",2,"RNA","Matched + PAM"
"21552","CDAN1",1,"RNA","Matched + PAM"
"21553","CDC123",3,"RNA","Matched + PAM"
"21554","CDC14A",3,"RNA","Matched + PAM"
"21555","CDC14B",2,"RNA","Matched + PAM"
"21556","CDC16",1,"RNA","Matched + PAM"
"21557","CDC20",1,"RNA","Matched + PAM"
"21558","CDC20B",2,"RNA","Matched + PAM"
"21559","CDC23",2,"RNA","Matched + PAM"
"21560","CDC25A",2,"RNA","Matched + PAM"
"21561","CDC25B",1,"RNA","Matched + PAM"
"21562","CDC25C",1,"RNA","Matched + PAM"
"21563","CDC26",2,"RNA","Matched + PAM"
"21564","CDC27",1,"RNA","Matched + PAM"
"21565","CDC34",1,"RNA","Matched + PAM"
"21566","CDC37",2,"RNA","Matched + PAM"
"21567","CDC37L1",4,"RNA","Matched + PAM"
"21568","CDC40",4,"RNA","Matched + PAM"
"21569","CDC42",3,"RNA","Matched + PAM"
"21570","CDC42BPA",4,"RNA","Matched + PAM"
"21571","CDC42BPB",3,"RNA","Matched + PAM"
"21572","CDC42BPG",2,"RNA","Matched + PAM"
"21573","CDC42EP1",3,"RNA","Matched + PAM"
"21574","CDC42EP2",1,"RNA","Matched + PAM"
"21575","CDC42EP3",1,"RNA","Matched + PAM"
"21576","CDC42EP4",2,"RNA","Matched + PAM"
"21577","CDC42EP5",2,"RNA","Matched + PAM"
"21578","CDC42SE1",2,"RNA","Matched + PAM"
"21579","CDC42SE2",2,"RNA","Matched + PAM"
"21580","CDC45",1,"RNA","Matched + PAM"
"21581","CDC5L",3,"RNA","Matched + PAM"
"21582","CDC6",3,"RNA","Matched + PAM"
"21583","CDC7",3,"RNA","Matched + PAM"
"21584","CDC73",3,"RNA","Matched + PAM"
"21585","CDCA3",3,"RNA","Matched + PAM"
"21586","CDCA4",2,"RNA","Matched + PAM"
"21587","CDCA5",3,"RNA","Matched + PAM"
"21588","CDCA7",3,"RNA","Matched + PAM"
"21589","CDCA7L",2,"RNA","Matched + PAM"
"21590","CDCA8",3,"RNA","Matched + PAM"
"21591","CDCP1",2,"RNA","Matched + PAM"
"21592","CDCP2",1,"RNA","Matched + PAM"
"21593","CDH1",2,"RNA","Matched + PAM"
"21594","CDH10",1,"RNA","Matched + PAM"
"21595","CDH11",2,"RNA","Matched + PAM"
"21596","CDH12",2,"RNA","Matched + PAM"
"21597","CDH13",3,"RNA","Matched + PAM"
"21598","CDH15",2,"RNA","Matched + PAM"
"21599","CDH16",1,"RNA","Matched + PAM"
"21600","CDH17",2,"RNA","Matched + PAM"
"21601","CDH18",1,"RNA","Matched + PAM"
"21602","CDH19",1,"RNA","Matched + PAM"
"21603","CDH2",3,"RNA","Matched + PAM"
"21604","CDH20",2,"RNA","Matched + PAM"
"21605","CDH22",3,"RNA","Matched + PAM"
"21606","CDH23",1,"RNA","Matched + PAM"
"21607","CDH24",3,"RNA","Matched + PAM"
"21608","CDH26",1,"RNA","Matched + PAM"
"21609","CDH5",3,"RNA","Matched + PAM"
"21610","CDH6",1,"RNA","Matched + PAM"
"21611","CDH7",2,"RNA","Matched + PAM"
"21612","CDH8",2,"RNA","Matched + PAM"
"21613","CDH9",2,"RNA","Matched + PAM"
"21614","CDHR1",2,"RNA","Matched + PAM"
"21615","CDHR3",1,"RNA","Matched + PAM"
"21616","CDHR4",1,"RNA","Matched + PAM"
"21617","CDIP1",2,"RNA","Matched + PAM"
"21618","CDIPT",1,"RNA","Matched + PAM"
"21619","CDK1",3,"RNA","Matched + PAM"
"21620","CDK10",2,"RNA","Matched + PAM"
"21621","CDK11B",3,"RNA","Matched + PAM"
"21622","CDK12",1,"RNA","Matched + PAM"
"21623","CDK13",2,"RNA","Matched + PAM"
"21624","CDK14",4,"RNA","Matched + PAM"
"21625","CDK15",3,"RNA","Matched + PAM"
"21626","CDK16",4,"RNA","Matched + PAM"
"21627","CDK17",4,"RNA","Matched + PAM"
"21628","CDK18",3,"RNA","Matched + PAM"
"21629","CDK19",4,"RNA","Matched + PAM"
"21630","CDK2",2,"RNA","Matched + PAM"
"21631","CDK20",2,"RNA","Matched + PAM"
"21632","CDK2AP1",1,"RNA","Matched + PAM"
"21633","CDK2AP2",4,"RNA","Matched + PAM"
"21634","CDK3",3,"RNA","Matched + PAM"
"21635","CDK4",4,"RNA","Matched + PAM"
"21636","CDK5",2,"RNA","Matched + PAM"
"21637","CDK5R1",4,"RNA","Matched + PAM"
"21638","CDK5R2",4,"RNA","Matched + PAM"
"21639","CDK5RAP1",1,"RNA","Matched + PAM"
"21640","CDK5RAP2",1,"RNA","Matched + PAM"
"21641","CDK5RAP3",2,"RNA","Matched + PAM"
"21642","CDK6",3,"RNA","Matched + PAM"
"21643","CDK7",2,"RNA","Matched + PAM"
"21644","CDK9",2,"RNA","Matched + PAM"
"21645","CDKAL1",4,"RNA","Matched + PAM"
"21646","CDKL1",3,"RNA","Matched + PAM"
"21647","CDKL2",3,"RNA","Matched + PAM"
"21648","CDKL3",3,"RNA","Matched + PAM"
"21649","CDKL4",3,"RNA","Matched + PAM"
"21650","CDKL5",3,"RNA","Matched + PAM"
"21651","CDKN1A",2,"RNA","Matched + PAM"
"21652","CDKN1B",3,"RNA","Matched + PAM"
"21653","CDKN1C",4,"RNA","Matched + PAM"
"21654","CDKN2A",2,"RNA","Matched + PAM"
"21655","CDKN2AIP",3,"RNA","Matched + PAM"
"21656","CDKN2AIPNL",3,"RNA","Matched + PAM"
"21657","CDKN2B",2,"RNA","Matched + PAM"
"21658","CDKN2C",4,"RNA","Matched + PAM"
"21659","CDKN2D",2,"RNA","Matched + PAM"
"21660","CDKN3",3,"RNA","Matched + PAM"
"21661","CDNF",1,"RNA","Matched + PAM"
"21662","CDO1",3,"RNA","Matched + PAM"
"21663","CDON",2,"RNA","Matched + PAM"
"21664","CDPF1",2,"RNA","Matched + PAM"
"21665","CDR2",3,"RNA","Matched + PAM"
"21666","CDRT1",2,"RNA","Matched + PAM"
"21667","CDRT15",1,"RNA","Matched + PAM"
"21668","CDRT15L2",1,"RNA","Matched + PAM"
"21669","CDRT4",1,"RNA","Matched + PAM"
"21670","CDS1",4,"RNA","Matched + PAM"
"21671","CDS2",2,"RNA","Matched + PAM"
"21672","CDT1",1,"RNA","Matched + PAM"
"21673","CDV3",2,"RNA","Matched + PAM"
"21674","CDX1",3,"RNA","Matched + PAM"
"21675","CDX2",2,"RNA","Matched + PAM"
"21676","CDX4",1,"RNA","Matched + PAM"
"21677","CDYL",3,"RNA","Matched + PAM"
"21678","CDYL2",3,"RNA","Matched + PAM"
"21679","CEACAM1",1,"RNA","Matched + PAM"
"21680","CEACAM19",2,"RNA","Matched + PAM"
"21681","CEACAM6",2,"RNA","Matched + PAM"
"21682","CEACAM7",1,"RNA","Matched + PAM"
"21683","CEBPA",3,"RNA","Matched + PAM"
"21684","CEBPB",4,"RNA","Matched + PAM"
"21685","CEBPD",3,"RNA","Matched + PAM"
"21686","CEBPE",2,"RNA","Matched + PAM"
"21687","CEBPG",3,"RNA","Matched + PAM"
"21688","CEBPZ",2,"RNA","Matched + PAM"
"21689","CECR1",2,"RNA","Matched + PAM"
"21690","CECR2",4,"RNA","Matched + PAM"
"21691","CECR5",2,"RNA","Matched + PAM"
"21692","CECR6",3,"RNA","Matched + PAM"
"21693","CEL",2,"RNA","Matched + PAM"
"21694","CELA2B",1,"RNA","Matched + PAM"
"21695","CELA3A",1,"RNA","Matched + PAM"
"21696","CELA3B",2,"RNA","Matched + PAM"
"21697","CELF1",3,"RNA","Matched + PAM"
"21698","CELF2",1,"RNA","Matched + PAM"
"21699","CELF3",4,"RNA","Matched + PAM"
"21700","CELF4",4,"RNA","Matched + PAM"
"21701","CELF5",2,"RNA","Matched + PAM"
"21702","CELF6",2,"RNA","Matched + PAM"
"21703","CELSR2",3,"RNA","Matched + PAM"
"21704","CELSR3",1,"RNA","Matched + PAM"
"21705","CEMIP",2,"RNA","Matched + PAM"
"21706","CEMP1",1,"RNA","Matched + PAM"
"21707","CENPA",1,"RNA","Matched + PAM"
"21708","CENPB",3,"RNA","Matched + PAM"
